,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
500014682,10000,1,4,2,26,-1,-1,-1,-1,-1,1,584.75,559.17,549.03,530.95,515.72,189.42,559.17,550,531,515.72,190,520,0
500014667,14700,2,4,2,25,-1,-1,-1,-1,-1,-1,842.41,816.62,817.6,828.22,815.61,806.99,817,850,830,816,810,750,0
500014854,10000,2,4,2,28,-1,-1,-1,-1,-1,-1,571.67,575.9,578.94,586.8,577.53,580.73,600,600,600,600,580.73,600,0
500014836,14000,1,4,2,21,-1,-1,-1,-1,-1,-1,804.84,778.4,771.48,680.03,0,0,779,772,681,NULL,4566,1051,0
500014885,29300,1,4,2,47,-1,1,-1,-1,-1,-1,771.77,1112.99,770.45,801.83,814.54,837.64,1113,NULL,805,815,840,943,0
500014897,22000,1,4,2,36,-1,-1,-1,-1,-1,-1,818.46,834.74,873.89,903.36,901.32,939.15,1171,1171,1171,1171,1171,1171,0
500014913,21000,1,4,2,33,1,-1,2,1,-1,-1,1544.08,1062.8,2300.11,1692.44,1126.76,1115.09,NULL,850,1700,NULL,1116,1045,0
500015037,21000,2,4,2,35,-1,-1,-1,-1,-1,-1,1177.49,1141.02,1142.35,1121.26,1043.32,1033.85,1142,1143,1122,1045,1034,1010,0
500015047,21000,1,4,2,31,1,-1,1,-1,1,-1,1602.07,1059.04,1576.85,1062,1561.43,1079.25,NULL,1577,NULL,1562,NULL,NULL,0
500015063,21000,2,4,2,28,-1,-1,-1,-1,-1,-1,1178.5,699.76,0,1094.77,1145.12,1141.93,700,NULL,22592.32,1145.5,1141.93,1098,0
500015016,28000,1,4,2,48,-1,-1,-1,-1,-1,-1,632.64,630.83,648.2,0,702.25,721.77,631,649,700,1026,722,725,0
500015094,10000,1,4,1,69,1,-1,-1,-1,-1,-1,10291.56,583.93,583.92,584.44,549.3,584.06,NULL,583.92,584.45,549.3,584.06,569.83,0
500015125,10500,1,4,2,40,-1,-1,-1,-1,-1,-1,606.09,595.84,699.61,604.58,592.99,584.91,600,NULL,917,595,585,500,0
500015114,17500,1,4,2,28,-1,-1,-1,-1,-1,-1,880.66,784.16,745.34,775.96,788.39,810.91,800,800,776,788.39,810.91,812.96,0
500015186,20000,1,4,2,39,-1,-1,-1,-1,-1,-1,1101.28,1094.32,1094.38,1108.76,1095.26,1084.36,1095,1095,1110,1100,1085,998,0
500015176,14000,1,4,2,54,-1,-1,-1,1,-1,-1,705.37,703.9,723.89,935.97,537.03,551.88,704,724,936,NULL,552,555,0
500015255,14000,1,4,2,35,-1,-1,-1,-1,-1,-1,754.16,761.18,733.45,783.86,767.07,733.16,765,735,784,768,733.16,746,0
500015282,14000,2,4,2,36,-1,-1,1,-1,-1,-1,802.96,0,1189.48,790.85,0,0,NULL,1630,NULL,NULL,778,800,0
500015292,21000,1,4,1,55,-1,-1,-1,-1,-1,-1,1173.44,1146.5,1144.44,1150.53,1137.77,1128.76,1147,1150,1150.6,1138,1129,1100,0
500015377,15000,2,4,2,55,1,-1,1,-1,-1,-1,871.02,842.14,825.59,798.78,836.05,793.71,800,900,600,1000,800,798,0
500015337,10500,2,4,2,49,-1,-1,-1,-1,1,-1,603.64,547.73,563.03,572.23,769.2,530.38,548,564,573,770,531,534,0
500015397,13500,2,4,1,62,-1,-1,-1,-1,-1,-1,592.56,590.8,607.37,631.97,0,660.19,595,608,632,NULL,1304,663,0
500015427,10400,1,4,2,27,-1,-1,-1,-1,-1,-1,610.47,591.26,589.39,591.85,586.22,588.02,592,590,592,587,589,576,0
500015407,10500,2,4,2,32,1,-1,-1,-1,-1,-1,857.53,559.54,583.15,0,562.7,594.9,NULL,584,NULL,850,595,605,0
500015492,10000,1,4,2,37,-1,-1,-1,-1,-1,-1,589.37,570.6,570.61,577.72,570.64,570.64,571,571,578,571,571,551,0
500015447,15000,2,4,2,42,-1,-1,-1,-1,-1,-1,776.21,723.94,686.15,0,751.22,0,724,686.2,1084,1084,832,832,0
500015522,14000,1,4,2,61,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,745.27,743.9,5614.89,607.9,617.27,634.25,0
500015552,14000,1,4,2,43,-1,-1,1,-1,-1,-1,803.87,0,1174.69,778.98,0,0,770,777,779,780,780,773,0
500015577,10500,1,4,2,38,-1,-1,1,-1,-1,-1,614.99,590.4,595.6,604.04,595.55,597.16,600,596,605,600,600,600,0
500015704,20000,1,4,1,67,-1,-1,-1,-1,-1,-1,832.75,831.73,866.18,901.11,915.28,940.98,831.73,866.18,901.11,915.28,941,944,0
500015686,28000,1,4,2,44,-1,1,-1,6,5,3,855.86,1204.01,829.37,2796.56,2427.05,2042.44,375,830,2797,NULL,NULL,NULL,0
500015717,21000,1,4,1,46,-1,-1,-1,-1,-1,-1,1181.85,1147.27,1146.46,1161.44,1146.15,1140.81,1148,1150,1162,1147,1141,1090,0
500015672,21000,2,4,2,35,-1,-1,-1,-1,-1,-1,1164.73,1147.29,1147.36,1162.19,1145.53,1143.37,1148,1148,1163,1146,1150,1107,0
500015732,10500,2,4,2,23,-1,-1,-1,-1,-1,-1,581.76,499.83,374.91,365.38,371.98,381.56,500,400,400,400,381.56,400,0
500015742,10000,2,4,2,39,-1,2,1,-1,-1,-1,555.02,570.48,871.9,575.25,567.63,564.85,570.48,NULL,576,568,565,550,0
500015792,10500,1,4,2,28,1,-1,1,-1,-1,-1,923.22,595.06,915.93,604.57,591.05,563.02,NULL,916,NULL,591.05,564,897,0
500015812,14000,2,4,2,43,-1,-1,-1,-1,-1,-1,656.8,632.06,640.42,637.39,642.9,657.07,1233,1290,650,643,658,650,0
500015942,14000,2,4,2,39,1,-1,-1,-1,-1,-1,1193.61,773.15,1096.9,743.02,752.21,0,NULL,NULL,1097,753,NULL,1148,0
500015875,35000,1,4,1,53,-1,-1,1,-1,-1,-1,714.4,885.49,1304.35,909.05,923.58,949.85,3000,1500,910,925,950,953,0
500016004,21000,2,4,2,29,-1,-1,2,1,-1,-1,671.34,0,1275.23,976.32,669.69,0,NULL,1574.31,NULL,NULL,NULL,977.83,0
500015992,20800,2,4,1,58,-1,-1,-1,-1,-1,-1,1148.68,1068.25,1112.9,1082.94,1130.21,1114.08,1069,1113,1083,1131,1115,1031,0
500015957,21000,1,4,2,42,-1,1,-1,-1,-1,1,1087.97,1709.78,1143.42,0,1142.55,1678.01,1710,1143.5,NULL,1730,1680,NULL,0
500016122,21095.11,1,4,2,29,-1,-1,-1,-1,-1,-1,1192.98,1155.54,1144.78,1183.31,1171.02,1171.12,1200,1145,1184,1180,1172,1142,0
500016147,10500,2,4,2,25,1,-1,1,-1,-1,-1,828.44,531.96,832.16,567.18,587.45,564.9,NULL,1100,NULL,588,565,400,0
500016192,10500,2,4,1,49,-1,-1,-1,-1,-1,-1,604.81,562.06,595.53,604.83,596.11,590.98,563,596,605,597,591,572,0
500016312,25000,1,4,2,57,-1,-1,-1,-1,-1,-1,566.79,564.94,580.37,608.11,621.54,641.7,570,581,700,700,700,750,0
500016272,14000,1,4,1,27,-1,-1,-1,-1,-1,-1,607.58,641.68,693.11,482.21,308.42,366.38,1340,1340,1340,5186.5,1340,1340,0
500016302,13000,2,4,2,29,-1,-1,-1,-1,-1,1,0,697.31,684.66,0,723.15,1049.63,1076,685,1000,1102,1050,NULL,0
500016344,28000,1,4,2,42,-1,-1,-1,-1,-1,-1,1535.23,1054.09,1089.16,1134.73,1153.21,1186.68,1535.7,1200,1134.73,1153.21,1186.68,NULL,0
500016503,21000,1,4,2,24,-1,-1,-1,-1,-1,-1,1018.42,1018.3,1047.95,1091.93,1137.58,1142.49,1020,1050,1091.93,1138,1160,1200,0
500016513,14000,2,4,1,50,-1,-1,-1,-1,-1,-1,658.7,657.07,675.65,703.34,704.57,709.15,658,676,704,705,710,712,0
500016434,35000,1,4,2,40,-1,-1,-1,-1,-1,-1,683.58,681.92,700.65,728.55,739.88,760.4,681.92,700.7,728.55,739.88,760.4,762.75,0
500016522,10108.35,1,4,2,32,-1,-1,-1,-1,-1,-1,440.92,424.09,407.47,418.9,409.39,430.12,424.09,407.47,418.9,409.39,430.12,407.26,0
500016552,10500,2,4,2,23,-1,-1,-1,-1,-1,-1,538.07,489.01,496.73,493.99,493.71,493.25,490,497,495,494,494,484,0
500016612,10300,1,4,2,27,-1,-1,-1,-1,-1,-1,515.18,471.87,461.9,460.03,428.43,420.35,472,470,470,450,421,450,0
500016622,10000,1,4,2,30,-1,-1,-1,-1,-1,-1,589.7,571.03,571.18,578.11,569.69,565.31,572,572,579,570,566,550,0
500016652,13000,2,4,2,27,-1,-1,-1,-1,-1,-1,748.98,727.02,724.09,731.64,724.64,726.22,750,750,732,750,750,750,0
500016602,28000,1,4,2,37,-1,1,-1,-1,1,-1,928.24,1335.01,922.62,956.63,1397.33,967.09,1336,NULL,960,1398,NULL,965,0
500016712,35000,1,4,2,52,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1049.04,1043.17,1067.96,1107.35,944.47,1050,0
500016702,10000,1,4,1,68,1,-1,-1,-1,-1,-1,719.86,468.23,478.69,497.63,447,444.74,NULL,480,498,447,445,434,0
500016738,10000,1,4,2,33,-1,-1,-1,-1,-1,-1,590.49,547.21,555.2,522.21,522.77,0,547.21,560,530,523,NULL,1060,0
500016822,21000,2,4,3,70,-1,-1,-1,-1,-1,-1,1030.73,1000.01,1009.43,1025.64,1011.46,1008.78,1000.01,1010,1026,1012,1009,968.99,0
500016812,24200,1,4,2,47,-1,-1,-1,-1,-1,-1,752.98,734.23,735.02,753.63,710.15,649.68,800,800,800,720,650,625,0
500016777,18000,1,4,2,52,1,-1,-1,-1,-1,-1,1047.05,687.45,610.24,608.5,589.17,0,688,611,610,590,NULL,1163,0
500016766,11000,1,4,2,27,-1,-1,-1,-1,1,-1,578.63,555.56,570.55,590.49,910.53,599.07,556,600,591,915,NULL,540,0
500016892,21000,2,4,2,40,-1,-1,-1,-1,-1,-1,0,976.13,952.06,944.98,920.89,938.83,977,953,945,921,939,906,0
500017062,14000,1,4,2,44,-1,-1,-1,-1,-1,-1,657.06,673.98,668.7,683.72,674.96,674.96,674,670,684,675,675,660,0
500017087,14000,1,4,2,25,-1,-1,-1,-1,-1,-1,577.86,572.81,586.05,607.1,613.58,580.63,573,587,608,614,581,513,0
500017152,25000,2,4,2,22,-1,-1,-1,-1,-1,-1,606.11,601.06,614.49,635.81,642.39,656.87,602,615,636,643,657,750,0
500017223,14000,1,4,2,45,-1,-1,-1,-1,-1,-1,728.67,678.42,657.45,684.31,695.25,714.98,679,658,685,696,715,717.24,0
500017167,20000,2,4,2,38,-1,-1,-1,-1,-1,-1,973.44,923.8,866.85,898.79,925.29,877.99,925,870,899,926,878,837,0
500017321,35000,1,4,2,21,-1,-1,1,-1,-1,-1,0,891.17,1389.31,962.08,972.45,995.44,892,1390,963,973,996,NULL,0
500017364,10500,1,4,2,26,-1,-1,-1,-1,-1,-1,536.15,517.54,517.87,0,0,0,517.54,517.87,NULL,524.78,518.38,517.45,0
500017447,10000,1,4,2,31,-1,-1,-1,-1,-1,-1,467.16,460.03,460.53,457.93,436.2,451.77,580,580,580,580,580,580,0
500017487,15000,2,4,2,31,-1,-1,-1,-1,-1,-1,754.99,0,722.95,696.22,722.92,721.45,NULL,1115,698,730,725,701,0
500017552,10500,2,4,2,37,1,-1,1,-1,-1,2,817.43,518.14,303.34,522.08,481.18,1118.34,NULL,305,500,482,2620,NULL,0
500017622,21000,1,4,2,20,1,-1,-1,-1,-1,-1,991.37,968.2,905.12,923.59,921.02,946.88,670,906,925,922,946.9,935,0
500017902,21000,2,4,2,40,-1,-1,-1,-1,-1,-1,1015.2,964.78,941.11,0,0,905.32,1000,1000,1000,1000,1320,1000,0
500017802,18000,1,4,2,26,-1,-1,-1,-1,-1,-1,869.46,673.74,478.04,477.51,462.92,472.87,674,479,4478,463,473,433,0
500017762,14000,1,4,2,36,-1,-1,-1,-1,-1,-1,540.05,502.78,517.8,538.97,546.77,561.11,650,600,600,600,600,700,0
500017682,12000,1,4,1,71,-1,6,5,3,2,1,0,507.07,1511.19,1245.81,996.26,753.11,756,NULL,1247,NULL,NULL,NULL,0
500017708,13000,1,4,2,43,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,560,541.49,1141.73,372.54,13017.7,520.05,0
500017712,18000,2,4,1,60,-1,-1,-1,-1,-1,-1,851.51,797.92,813.96,797.57,805.3,791.42,798,813.96,798,1306,792,756,0
500017722,22000,2,4,2,53,1,-1,1,-1,-1,-1,1481.57,975.79,1579.08,1046.13,0,1000.67,NULL,1580,NULL,NULL,1526,NULL,0
500017913,17500,2,4,2,34,-1,-1,-1,-1,-1,-1,719.62,702.55,719.06,745.33,746.34,753.69,750,720,746,747,754,752,0
500017977,21000,1,4,2,26,-1,1,-1,1,-1,1,896.04,1286.02,890.42,1327.1,911.62,1329.27,1287,NULL,1328,NULL,1330,NULL,0
500018028,14000,1,4,1,32,-1,-1,-1,-1,-1,-1,0,583.98,546.21,565.64,571.62,585.04,1215,546.21,565.64,571.62,590,NULL,0
500017861,14000,1,4,2,26,-1,-1,-1,-1,-1,-1,654.63,618.6,629.89,643.59,667.7,637.67,619,700,644,670,637.67,597,0
500018062,20000,1,4,2,39,-1,-1,-1,-1,-1,-1,767.99,763.69,789.65,0,0,0,764,1000,NULL,1000,1000,1000,0
500018181,18900,1,4,2,45,-1,-1,-1,-1,-1,-1,745.7,576.75,579.64,570.93,537.81,619.26,1700,7000,1200,1500,4000,1000,0
500018072,25000,2,4,2,54,-1,-1,-1,-1,-1,-1,814.27,0,808.8,0,793.72,0,NULL,1174,NULL,1177,NULL,1100,0
500018132,35000,1,4,2,36,-1,-1,-1,-1,-1,-1,809.61,804.16,822.85,852.62,861.83,881.99,805,823,855,865,882,880,0
500018153,28000,1,4,1,56,-1,-1,-1,-1,-1,-1,878.27,872.99,893.64,926.39,936.48,958.72,880,895,927,937,959,957,0
500018172,21000,1,4,2,32,1,-1,-1,-1,1,-1,1303.15,884.07,907.16,944.95,1482.18,974.22,NULL,950,1050,1490,NULL,930,0
500018362,15000,1,4,2,36,1,-1,-1,-1,-1,-1,287.39,665.98,664.02,570.18,545.81,575.04,700,1000,1000,1000,1000,1000,0
500018312,20000,2,4,2,36,-1,-1,-1,-1,-1,-1,967.58,896.55,827.1,780.03,715.01,606.21,897,828,781,716,1000,1000,0
500018492,35000,1,4,2,36,-1,-1,-1,-1,-1,-1,997.22,991.47,1014.94,1052.25,1063.74,1089.1,992,1015,1053,1064,1090,1086.6,0
500018452,21000,2,4,2,26,-1,-1,-1,-1,-1,-1,536.03,531.09,543.95,563.07,568.95,581.93,532,564,564,569,582,581,0
500018393,26000,2,4,2,51,-1,-1,-1,-1,-1,-1,917.03,916.41,942.73,981.81,997.67,1026.46,917,944,982,998,1027,1030,0
500018617,21000,2,4,1,48,-1,-1,-1,-1,-1,-1,1016.54,988.78,977.96,945.16,977.86,0,990,980,946,980,NULL,1350,0
500018767,21000,1,4,2,51,-1,-1,-1,-1,-1,-1,0,0,0,0,0,961.87,1005,976.86,978.32,982,1942,NULL,0
500018732,35000,1,4,2,38,-1,-1,-1,-1,-1,-1,848.44,842.93,862.6,893.83,903.47,924.71,843,863,894,904,925,923,0
500018721,12000,1,4,2,31,-1,-1,-1,-1,-1,-1,530.89,525.94,538.06,557.21,579.06,547.24,526,539,558,580,548,479,0
500018712,10000,1,4,2,29,-1,-1,-1,-1,-1,-1,0,0,493.01,489.65,466.87,493.11,511,762,500,500,500,476,0
500018802,21000,1,4,2,25,-1,-1,-1,-1,-1,-1,896.09,890.48,911.71,945.59,986.97,0,891,912,946,987,NULL,1450,0
500018882,19947.73,1,4,2,43,-1,-1,-1,-1,-1,-1,810.76,691.58,715,419.56,0,811.59,691.58,1000,1000,25000,75380,1000,0
500018867,17500,1,4,2,48,-1,-1,-1,-1,-1,-1,853.79,831.61,824.67,813.08,817.2,755.87,832,825,815,818,756,780,0
500018903,21000,1,4,2,41,-1,-1,-1,-1,-1,-1,970.6,953.42,873.97,895.32,862.04,853.77,1000,1000,1000,1000,1000,900,0
500018923,19000,1,4,2,44,-1,-1,-1,-1,-1,-1,501.55,503.01,525.29,541.98,537.7,0,503.01,525.29,541.98,537.7,NULL,549.87,0
500018933,10500,1,4,2,35,-1,-1,-1,-1,-1,-1,461.12,456.28,466.66,482.28,421.33,335.88,457,468,485,422,336,332,0
500018797,16000,2,4,2,30,-1,-1,1,-1,-1,-1,0,0,1041.55,684.97,0,670.13,726,714,685,700,1013,694,0
500018972,10002.81,2,4,2,29,-1,-1,-1,-1,-1,-1,512.1,495.65,496.19,502.32,495.47,495.86,500,500,503,500,500,490,0
500019152,15000,2,4,2,38,-1,-1,-1,-1,-1,-1,0,0,653.48,655.16,618.79,663.85,1364,1314,656,619,1500,664,0
500019223,21000,2,4,1,50,-1,-1,-1,-1,-1,-1,1015.73,988.23,988.76,1000.77,984.91,987.26,989,989,1001,985,988,1503,0
500019212,14000,1,4,2,68,1,-1,-1,-1,-1,-1,962.41,619.05,618.95,624.65,616.28,319.79,NULL,618.95,625,616.28,320,888,0
500019272,21000,2,4,2,40,-1,-1,-1,-1,-1,-1,541.54,536.56,548.7,567.98,573.91,587,537,549,567.98,574,587,586,0
500019247,21000,1,4,2,55,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,723.9,718.58,735.38,762.07,770.28,788.4,0
500019257,21000,1,4,2,40,-1,-1,-1,-1,-1,-1,0,931.27,0,922.68,933.43,978.59,1868.97,NULL,1885.01,950,980,NULL,0
500019357,21000,1,4,2,42,-1,-1,-1,-1,-1,-1,0,851.24,871.43,903.54,0,0,1256.34,872,905,NULL,563.42,63.42,0
500019317,18000,2,4,2,35,-1,-1,-1,-1,-1,-1,0,0,747.2,0,0,740.35,707.14,1459.33,NULL,756,1492.26,NULL,0
500019292,28000,2,4,2,48,-1,-1,-1,-1,-1,-1,555.95,0,0,0,198.74,0,NULL,15000,NULL,30199,NULL,31035.35,0
500019303,21000,1,4,2,28,-1,-1,-1,-1,-1,-1,952.51,923.63,931.78,0,982.11,961.88,924,932,NULL,1500,962,890,0
500019362,25000,2,4,2,25,-1,-1,-1,-1,-1,-1,975.67,969.91,993.1,1030.09,1030.58,1039.42,970,994,1035,1031,1040,1038,0
500019442,17500,1,4,2,35,-1,-1,-1,-1,-1,-1,0,589.98,890.24,611.56,0,618.07,NULL,NULL,902.5,NULL,903,NULL,0
500019527,10500,2,4,2,25,-1,-1,-1,-1,-1,-1,470.08,437.84,445.99,457.3,459.61,470.05,438,446,458,460,471,470,0
500019486,14000,2,4,2,34,-1,-1,-1,-1,-1,2,626.67,621.51,635.97,668.26,624.11,938.51,622,636,670,625,939,NULL,0
500019564,13000,2,4,2,31,-1,-1,1,-1,-1,-1,615.72,543.29,464.96,233.76,174.67,0,543.29,464.96,233.76,174.67,NULL,10564.86,0
500019592,21000,1,4,2,43,-1,-1,-1,-1,1,-1,922.31,0,869.26,0,1285.86,890.33,NULL,1257,NULL,1700,NULL,1330,0
500019647,21000,1,4,1,43,-1,-1,-1,-1,-1,-1,1002.63,986.05,967.33,943.4,981.99,970.21,987,968,944,982,971,898,0
500019673,21000,1,4,2,27,1,-1,-1,-1,-1,-1,893.6,887.06,838.25,765.06,773.33,791.54,850,838.4,767,774,792,789.8,0
500019837,16000,2,4,1,48,1,-1,6,5,3,2,1073.36,705.49,3216.96,2644.48,2100.51,1615.5,NULL,600,2645,NULL,NULL,NULL,0
500019917,16000,1,4,2,28,-1,-1,-1,-1,-1,-1,646.18,659.58,0,672.06,0,634.47,670,NULL,1323,NULL,1286.75,655,0
500019887,21000,1,4,2,26,-1,-1,-1,-1,-1,-1,1012.7,972.72,975.94,992.47,978.96,943.37,973,976,993,979,944,862,0
500019906,10000,2,4,2,26,-1,-1,-1,-1,-1,-1,482.9,491.42,469.57,500.8,491.16,468.92,492,470,501,492,469,462,0
500019972,21000,1,4,2,25,-1,-1,2,1,-1,3,597.33,610.94,1311.7,997.51,675.47,1747.55,800,2627,NULL,NULL,2700,NULL,0
500020043,14000,1,4,2,40,-1,-1,-1,-1,-1,-1,545.15,663.17,672.81,679.91,662.8,675.4,3300,1000,680,663,676,658,0
500020072,14000,1,4,2,49,-1,-1,-1,-1,-1,-1,703.12,679.11,664.27,587.87,461.31,425.27,680,665,588,461.5,426,425,0
500020063,21500,1,4,2,58,-1,-1,-1,-1,-1,-1,1042.57,1021.96,1031.61,1031.34,1023.22,1028.5,1022,1032,1032,1025,1029,1002,0
500020172,35000,2,4,2,63,-1,-1,-1,-1,-1,-1,537.48,532.53,544.26,562.85,742.94,978.03,533,545,563,4743,5979,976,0
500020182,10000,2,4,2,40,-1,-1,-1,-1,-1,-1,494.05,485.59,438.99,446.65,441.09,450.76,486,439,447,442,451,450,0
500020122,14000,2,4,1,35,-1,1,-1,-1,5,3,637.85,831.65,528.91,443.4,1372.99,1146.35,832,NULL,444,1400,NULL,NULL,0
500020142,14000,2,4,2,46,-1,-1,1,-1,-1,1,687.56,0,1017.25,670.97,0,999.84,NULL,1500,NULL,NULL,1385,NULL,0
500020205,20000,2,4,2,25,-1,1,-1,1,-1,-1,0,1428.69,941.11,1417.81,930.54,942.93,1995,NULL,1420,NULL,943,NULL,0
500020275,10500,2,4,2,35,-1,-1,-1,-1,-1,-1,0,456.48,0,0,0,475.96,696.98,NULL,470,485,730,475,0
500020312,24500,2,4,2,39,-1,-1,-1,-1,-1,-1,614.3,609.24,622.87,644.55,651.24,665.95,610,623,645,652,666,665,0
500020328,21000,2,4,2,43,-1,1,-1,-1,7,6,654.86,826.64,656.49,0,1672.55,1508.53,826.64,NULL,NULL,1860,NULL,NULL,0
500020337,21000,2,4,1,60,-1,-1,-1,-1,-1,-1,781.51,776.28,794.3,822.9,831.7,851.16,780,795,823,832,852,850,0
500020562,10300,1,4,2,31,-1,-1,-1,-1,-1,-1,526.9,509.18,508.83,515.04,508.17,507.72,510,509,516,509,515,500,0
500020353,21000,2,4,1,67,-1,-1,-1,-1,-1,-1,218.07,246.49,282.46,321.16,375.1,427.9,1000,1000,1000,1500,1500,1500,0
500020642,14000,1,4,1,33,-1,-1,-1,-1,-1,-1,697.01,675.05,675.17,684.05,674.42,668.12,676,676,685,675,669,651.5,0
500020632,21000,1,4,2,32,-1,-1,-1,-1,-1,-1,491.31,0,217.2,298.49,372.21,447.79,2000,3838.96,2000,2000,2000,2000,0
500020672,21000,2,4,2,27,-1,-1,-1,-1,-1,-1,939.24,933.58,980.86,0,908.28,913.86,934,981,NULL,1380,915,907,0
500020682,11000,1,4,2,40,-1,-1,-1,-1,-1,-1,558.62,540.85,540.38,547.8,540.45,540.98,541,541,548,541,541,518,0
500020772,10500,1,4,2,33,-1,-1,-1,-1,-1,-1,535.39,518,518.26,524.06,517.83,515.39,518,519,525,517.9,516,483,0
500020867,10500,1,4,2,54,-1,-1,-1,-1,-1,-1,407.1,331.92,256.79,238.18,235.72,264.99,350,260,250,250,270,5500,0
500020795,35000,1,4,1,52,-1,-1,-1,-1,-1,-1,817.73,812.3,831.33,861.35,870.59,890.96,812.98,835,862,871,891,890,0
500020872,15000,1,4,2,38,-1,-1,-1,-1,-1,-1,742.89,720.06,719.58,729.08,716.97,719.99,720.06,720,729.08,717,719.99,701,0
500020905,35000,1,4,1,44,-1,-1,-1,-1,-1,-1,1024.26,1018.49,1042.75,1081.36,1093.4,1119.5,1020,1045,1085,1100,1120,NULL,0
500020935,21000,2,4,1,42,-1,-1,1,-1,-1,-1,1019.24,0,1505.37,997.03,970.21,0,NULL,2064.8,NULL,970.3,NULL,1305,0
500020897,10500,1,4,2,25,-1,-1,-1,-1,-1,1,0,511.89,0,496.39,443.42,638.68,807,NULL,762,450,1278,NULL,0
500020915,13500,1,4,2,28,-1,-1,-1,-1,-1,-1,644.62,574.31,587.61,608.7,615.2,638.99,580,587.61,609,615.2,640,600,0
500021035,21000,1,4,2,28,-1,-1,-1,-1,-1,-1,738.49,691.95,695.28,0,973.77,933.43,691.95,696,NULL,6974,934,911,0
500021023,35000,1,4,2,50,-1,-1,-1,-1,-1,-1,767.56,762.22,809.88,867,902.34,947.6,763,1500,1500,1500,1500,1500,0
500021013,24000,2,4,2,40,-1,-1,-1,-1,-1,-1,832.08,776.66,794.93,823.99,832.94,852.65,777,794.93,825,833,853,851,0
500021003,21000,2,4,2,38,-1,-1,-1,-1,-1,-1,605.78,600.68,614.48,636.4,643.17,658.11,601,615,637,644,660,641,0
500021062,14000,1,4,2,41,-1,-1,-1,-1,-1,-1,600.99,595.84,609.7,630.99,636.99,664.84,596,610,635,650,665,604,0
500021205,21000,2,4,2,33,-1,-1,-1,-1,-1,-1,851.48,845.96,866.06,897.92,907.73,929.4,846,867,898,907.73,930,931,0
500021142,21000,2,4,1,39,-1,-1,-1,-1,-1,-1,1019.34,988.03,988.53,1000.53,984.68,987.88,988.03,989,1000.53,985,988,961.24,0
500021232,28000,1,4,1,33,-1,-1,-1,-1,-1,-1,975.86,970.14,993.27,1029.94,1041.23,1066.17,971,994,1030,1041.3,1067,1064,0
500021172,21000,2,4,3,31,-1,-1,-1,-1,-1,-1,1019.46,987.53,984.8,1001.24,988.35,985.67,988,985,1002,989,986,963,0
500021285,20000,1,4,2,36,-1,-1,-1,-1,-1,-1,937.91,867.35,809.97,839.67,848.83,860.26,868,810,840,849,861,819,0
500021372,21000,2,4,3,63,-1,-1,-1,-1,-1,-1,627.93,638.56,667.51,691.44,702.93,722.43,1000,1000,700,800,800,721,0
500021382,12000,1,4,2,34,-1,-1,-1,-1,1,-1,586.46,585.59,585.62,591.25,861.03,560.87,585.6,586,592,862,NULL,400,0
500021362,14000,1,4,3,65,-1,-1,-1,-1,-1,1,0,581.92,595.47,616.85,623.42,921.65,868,596,617,624,922,NULL,0
500021494,10000,1,4,2,28,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,434.88,427.23,403.27,500,2285.94,3225.15,0
500021481,21000,2,4,1,56,-1,-1,-1,-1,-1,-1,1000.99,925.78,932.52,973.8,749.4,408.14,926,933,980,1000,1000,1000,0
500021524,21000,2,4,2,30,-1,-1,-1,-1,-1,-1,0,0,869.54,0,0,0,888.35,1738.6,NULL,878.33,706.99,431.98,0
500021562,26000,2,4,2,50,-1,-1,-1,-1,-1,-1,700.29,0,724.62,0,0,759.45,NULL,1800,NULL,800,1800,NULL,0
500021593,14000,1,4,2,34,-1,-1,-1,-1,-1,-1,644.5,622.83,616.71,619.72,603.6,572.07,623,617,620,604,573,554,0
500021772,12500,2,4,3,65,-1,-1,-1,-1,-1,-1,621.31,596.52,584.64,542.53,522.97,534.96,597,585,543,523,535,524,0
500021792,20000,1,4,1,69,1,-1,1,-1,-1,-1,1318.07,846.05,1262.38,877.1,0,886.71,NULL,1263,NULL,NULL,1300,NULL,0
500021923,17500,1,4,2,29,-1,-1,-1,-1,-1,-1,857.42,831.63,831.26,841.75,823.8,785.45,850,850,850,830,790,850,0
500022036,11900,2,4,2,39,-1,-1,-1,-1,-1,-1,588.9,450.29,336.3,347.55,351.05,358.68,451,337,347.95,352,359,358,0
500022053,21000,2,4,1,59,-1,-1,-1,-1,-1,-1,593.34,588.29,601.76,623.18,629.77,644.32,589,602,624,630,645,643,0
